USP Category,USP Class,Example Drugs,Pharmacotherapeutic Group (informational),Combination Drug Product
Cardiovascular Agents,Beta-adrenergic Blocking Agents, ,Non-Selective,PG
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Nadolol ,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Propranolol Hydrochloride,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Timolol Maleate,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents, ,"Beta-adrenergic Blocking Agents, Other",PG
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Acebutolol  Hydrochloride,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Pindolol ,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Carvedilol Phosphate,,no
Cardiovascular Agents,Beta-adrenergic Blocking Agents,Labetalol Hydrochloride,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Dihydropyridines",,,Class
Cardiovascular Agents,"Calcium Channel Blocking Agents, Dihydropyridines",Amlodipine Besylate,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Dihydropyridines",Felodipine ,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Dihydropyridines",Isradipine ,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Dihydropyridines",Nicardipine Hydrochloride,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Dihydropyridines",Nifedipine ,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Dihydropyridines",Nimodipine ,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Dihydropyridines",Nisoldipine ,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Nondihydropyridines", ,,Class
Cardiovascular Agents,"Calcium Channel Blocking Agents, Nondihydropyridines",Diltiazem Hydrochloride,,no
Cardiovascular Agents,"Calcium Channel Blocking Agents, Nondihydropyridines",Verapamil Hydrochloride,,no
Cardiovascular Agents,"Diuretics, Loop", ,,Class
Cardiovascular Agents,"Diuretics, Loop",Bumetanide ,,no
Cardiovascular Agents,"Diuretics, Loop",Ethacrynate Sodium,,no
Cardiovascular Agents,"Diuretics, Loop",Ethacrynic Acid ,,no
Cardiovascular Agents,"Diuretics, Loop",Furosemide ,,no
Cardiovascular Agents,"Diuretics, Loop",Torsemide ,,no
Cardiovascular Agents,"Diuretics, Potassium-sparing", ,,Class
Cardiovascular Agents,"Diuretics, Potassium-sparing",Amiloride Hydrochloride,,no
Cardiovascular Agents,"Diuretics, Potassium-sparing",Eplerenone ,,no
Cardiovascular Agents,"Diuretics, Potassium-sparing",Spironolactone ,,no
Cardiovascular Agents,"Diuretics, Potassium-sparing",Triamterene ,,no
Cardiovascular Agents,"Diuretics, Thiazide", ,,Class
Cardiovascular Agents,"Diuretics, Thiazide",Chlorothiazide Sodium,,no
Cardiovascular Agents,"Diuretics, Thiazide",Chlorthalidone ,,no
Cardiovascular Agents,"Diuretics, Thiazide",Hydrochlorothiazide ,,no
Cardiovascular Agents,"Diuretics, Thiazide",Indapamide ,,no
Cardiovascular Agents,"Diuretics, Thiazide",Metolazone ,,no
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives", ,,Class
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",Choline Fenofibrate ,,no
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",Fenofibrate ,,no
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",Fenofibric Acid ,,no
Cardiovascular Agents,"Dyslipidemics, Fibric Acid Derivatives",Gemfibrozil ,,no
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors", ,,Class
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Atorvastatin Calcium,,no
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Fluvastatin Sodium,,no
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Lovastatin ,,no
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Pitavastatin ,,no
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Pravastatin Sodium,,no
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Rosuvastatin Calcium,,no
Cardiovascular Agents,"Dyslipidemics, HMG CoA Reductase Inhibitors",Simvastatin ,,no
Cardiovascular Agents,"Dyslipidemics, Other", ,,Class
Cardiovascular Agents,"Dyslipidemics, Other",Bempedoic Acid,,no
Cardiovascular Agents,"Dyslipidemics, Other",Cholestyramine ,,no
Cardiovascular Agents,"Dyslipidemics, Other",Colesevelam Hydrochloride,,no
Cardiovascular Agents,"Dyslipidemics, Other",Colestipol Hydrochloride,,no
Cardiovascular Agents,"Dyslipidemics, Other",Ezetimibe ,,no
Cardiovascular Agents,"Dyslipidemics, Other",Icosapent Ethyl  ,,no
Cardiovascular Agents,"Dyslipidemics, Other",Lomitapide Mesylate,,no
Cardiovascular Agents,"Dyslipidemics, Other",Niacin ,,no
Cardiovascular Agents,"Dyslipidemics, Other",Omega-3-acid Ethyl Esters ,,no
Cardiovascular Agents,"Dyslipidemics, PCSK9 Inhibitor", ,,Class
Cardiovascular Agents,"Dyslipidemics, PCSK9 Inhibitor",Alirocumab ,,no
Cardiovascular Agents,"Dyslipidemics, PCSK9 Inhibitor",Evolocumab ,,no
Cardiovascular Agents,Vasodilators,,,Class
Cardiovascular Agents,Vasodilators, ,Direct-acting Arterial,PG
Cardiovascular Agents,Vasodilators,Hydralazine Hydrochloride,,no
Cardiovascular Agents,Vasodilators,Minoxidil ,,no
Cardiovascular Agents,Vasodilators, ,Direct-acting Arterial/Venous,PG
Cardiovascular Agents,Vasodilators,Isosorbide Dinitrate ,,no
Cardiovascular Agents,Vasodilators,Isosorbide Mononitrate ,,no
Cardiovascular Agents,Vasodilators,Nitroglycerin ,,no
Cardiovascular Agents,"Cardiovascular Agents, Other", ,,Class
Cardiovascular Agents,"Cardiovascular Agents, Other",Acetazolamide ,,no
Cardiovascular Agents,"Cardiovascular Agents, Other",Aliskiren Fumarate,,no
Cardiovascular Agents,"Cardiovascular Agents, Other",Digoxin ,,no
Cardiovascular Agents,"Cardiovascular Agents, Other",Ivabradine Hydrochloride,,no
Cardiovascular Agents,"Cardiovascular Agents, Other",Mecamylamine Hydrochloride,,no
Cardiovascular Agents,"Cardiovascular Agents, Other",Pentoxifylline ,,no
Cardiovascular Agents,"Cardiovascular Agents, Other",Ranolazine ,,no
Cardiovascular Agents,Cardiovascular Combinations, ,,Class
Cardiovascular Agents,Cardiovascular Combinations,Aliskiren Hemifumarate/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Amiloride Hydrochloride/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Amlodipine Besylate/ Atorvastatin Calcium ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Amlodipine/ Benazepril Hydrochloride ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Amlodipine Besylate/ Celecoxib ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Amlodipine/ Olmesartan Medoxomil ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Amlodipine/ Valsartan ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Amlodipine/ Valsartan/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Atenolol/ Chlorthalidone ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Azilsartan Medoxomil/ Chlorthalidone ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Benazepril Hydrochloride/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Bisoprolol Fumarate/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Candesartan Cilexetil/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Captopril/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Enalapril Maleate/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Ezetimibe/ Bempedoic Acid,,yes
Cardiovascular Agents,Cardiovascular Combinations,Ezetimibe/ Simvastatin ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Fosinopril Sodium/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Hydralazine Hydrochloride/ Isosorbide Dinitrate ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Irbesartan/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Lisinopril/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Losartan Potassium/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Methyldopa/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Metoprolol Succinate/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Metoprolol Tartrate/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Moexipril Hydrochloride/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Nadolol/ Bendroflumethiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Olmesartan Medoxmil/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Olmesartan Medoxomil/ Amlodipine Besylate/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Perindopril Arginine/ Amlodipine Besylate ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Propranolol Hydrochloride/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Quinapril Hydrochloride/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Sacubitril/ Valsartan ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Spironolactone/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Telmisartan/ Amlodipine ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Telmisartan/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Trandolapril/ Verapamil Hydrochloride ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Triamterene/ Hydrochlorothiazide ,,yes
Cardiovascular Agents,Cardiovascular Combinations,Valsartan/ Hydrochlorothiazide ,,yes
Central Nervous System Agents,, ,,Cat
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines", ,,Class
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Amphetamine ,,no
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Dextroamphetamine Sulfate,,no
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Dextroamphetamine Saccharate/ Amphetamine Aspartate/ Dextroamphetamine Sulfate/ Amphetamine Sulfate ,,yes
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines", ,,
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Lisdexamfetamine Dimesylate,,no
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Methamphetamine Hydrochloride,,no
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents,  Non-amphetamines", ,,Class
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents,  Non-amphetamines",Atomoxetine Hydrochloride,,no
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents,  Non-amphetamines",Clonidine Hydrochloride,,no
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents,  Non-amphetamines",Dexmethylphenidate Hydrochloride,,no
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents,  Non-amphetamines",Guanfacine Hydrochloride,,no
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents,  Non-amphetamines",Methylphenidate Hydrochloride,,no
Central Nervous System Agents,Fibromyalgia Agents, ,,Class
Central Nervous System Agents,Fibromyalgia Agents,Duloxetine Hydrochloride,,no
Central Nervous System Agents,Fibromyalgia Agents,Milnacipran Hydrochloride,,no
Central Nervous System Agents,Fibromyalgia Agents,Pregabalin ,,no
Central Nervous System Agents,Multiple Sclerosis Agents, ,,Class
Central Nervous System Agents,Multiple Sclerosis Agents, ,,
Central Nervous System Agents,Multiple Sclerosis Agents,Interferon Beta-1a ,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Interferon Beta-1b ,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Peginterferon Beta-1a ,,no
Central Nervous System Agents,Multiple Sclerosis Agents, ,,
Central Nervous System Agents,Multiple Sclerosis Agents,Dalfampridine ,,no
Central Nervous System Agents,Multiple Sclerosis Agents, ,,
Central Nervous System Agents,Multiple Sclerosis Agents,Teriflunomide  ,,no
Central Nervous System Agents,Multiple Sclerosis Agents, ,,
Central Nervous System Agents,Multiple Sclerosis Agents,Fingolimod Hydrochloride,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Ozanimod,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Siponimod ,,no
Central Nervous System Agents,Multiple Sclerosis Agents, ,,
Central Nervous System Agents,Multiple Sclerosis Agents,Dimethyl Fumarate  ,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Diroximel Fumarate,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Monomethyl Fumarate,,no
Central Nervous System Agents,Multiple Sclerosis Agents,,,
Central Nervous System Agents,Multiple Sclerosis Agents,Alemtuzumab ,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Cladribine ,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Glatiramer Acetate,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Mitoxantrone Hydrochloride,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Natalizumab ,,no
Central Nervous System Agents,Multiple Sclerosis Agents,Ocrelizumab ,,no
Central Nervous System Agents,"Central Nervous System, Other", ,,Class
Central Nervous System Agents,"Central Nervous System, Other",Amifampridine Phosphate,,no
Central Nervous System Agents,"Central Nervous System, Other",Carbamazepine ,,no
Central Nervous System Agents,"Central Nervous System, Other",Deutetrabenazine ,,no
Central Nervous System Agents,"Central Nervous System, Other",Dextromethorphan Hydrobromide/ Quinidine Sulfate ,,yes
Central Nervous System Agents,"Central Nervous System, Other",Edaravone ,,no
Central Nervous System Agents,"Central Nervous System, Other",Gabapentin ,,no
Central Nervous System Agents,"Central Nervous System, Other",Gabapentin Enacarbil  ,,no
Central Nervous System Agents,"Central Nervous System, Other",Tetrabenazine ,,no
Central Nervous System Agents,"Central Nervous System, Other",Riluzole ,,no
Central Nervous System Agents,"Central Nervous System, Other",Valbenazine ,,no
Contraceptives,, ,,Cat
Contraceptives,Oral Contraceptives Combinations, ,,Class
Contraceptives,Oral Contraceptives Combinations,Desogestrel/ Ethinyl Estradiol ,,yes
Contraceptives,Oral Contraceptives Combinations,Estradiol Valerate/ Dienogest ,,yes
Contraceptives,Oral Contraceptives Combinations,Drospirenone/ Ethinyl Estradiol ,,yes
Contraceptives,Oral Contraceptives Combinations,Drospirenone/ Ethinyl Estradiol/ Levomefolate Calcium ,,yes
Contraceptives,Oral Contraceptives Combinations,Ethynodiol Diacetate/ Ethinyl Estradiol ,,yes
Contraceptives,Oral Contraceptives Combinations,Levonorgestrel/ Ethinyl Estradiol ,,yes
Contraceptives,Oral Contraceptives Combinations,Norethindrone Acetate/ Ethinyl Estradiol ,,yes
Contraceptives,Oral Contraceptives Combinations,Norgestimate/ Ethinyl Estradiol ,,yes
Contraceptives,Oral Progestins, ,,Class
Contraceptives,Oral Progestins,Drospirenone ,,no
Contraceptives,Oral Progestins,Levonorgestrel ,,no
Contraceptives,Oral Progestins,Norethindrone ,,no
Contraceptives,"Contraceptives, Other", ,,Class
Contraceptives,"Contraceptives, Other",Copper ,,no
Contraceptives,"Contraceptives, Other",Etonogestrel ,,no
Contraceptives,"Contraceptives, Other",Levonorgestrel ,,no
Contraceptives,"Contraceptives, Other",Medroxyprogesterone ,,no
Contraceptives,"Contraceptives, Other",Ulipristal ,,no
Contraceptives,"Contraceptives, Other", ,,
Contraceptives,"Contraceptives, Other",Etonogestrel/ Ethinyl Estradiol ,,yes
Contraceptives,"Contraceptives, Other",Norelgestromin/ Ethinyl Estradiol ,,yes
Contraceptives,"Contraceptives, Other",Segesterone Acetate/ Ethinyl Estradiol ,,yes
Contraceptives,"Contraceptives, Other",,,
Contraceptives,"Contraceptives, Other",Lactic Acid/ Citric Acid/ Potassium Bitartrate,,yes
Dental and Oral Agents,"Contraceptives, Other", ,,Cat
Dental and Oral Agents,"Contraceptives, Other",Cevimeline Hydrochloride,,no
Dental and Oral Agents,"Contraceptives, Other",Chlorhexidine Gluconate,,no
Dental and Oral Agents,"Contraceptives, Other",Doxycycline Hyclate,,no
Dental and Oral Agents,"Contraceptives, Other",Minocycline Hydrochloride,,no
Dental and Oral Agents,"Contraceptives, Other",Palifermin ,,no
Dental and Oral Agents,"Contraceptives, Other",Pilocarpine Hydrochloride,,no
Dental and Oral Agents,"Contraceptives, Other",Prilocaine Hydrochloride,,no
Dental and Oral Agents,"Contraceptives, Other",Triamcinolone Acetonide,,no
Dermatological Agents,"Contraceptives, Other", ,,Cat
Dermatological Agents,Acne and Rosacea Agents, ,,Class
Dermatological Agents,Acne and Rosacea Agents, ,Retinoids,PG
Dermatological Agents,Acne and Rosacea Agents,Acitretin ,,no
Dermatological Agents,Acne and Rosacea Agents,Adapalene ,,no
Dermatological Agents,Acne and Rosacea Agents,Isotretinoin ,,no
Dermatological Agents,Acne and Rosacea Agents,Tazarotene ,,no
Dermatological Agents,Acne and Rosacea Agents,Tretinoin ,,no
Dermatological Agents,Acne and Rosacea Agents,Trifarotene,,no
Dermatological Agents,Acne and Rosacea Agents, ,"Acne and Rosea, Other",PG
Dermatological Agents,Acne and Rosacea Agents,Azelaic Acid ,,no
Dermatological Agents,Acne and Rosacea Agents,Clascoterone,,no
Dermatological Agents,Acne and Rosacea Agents,Brimonidine Tartrate,,no
Dermatological Agents,Acne and Rosacea Agents,Oxymetazoline Hydrochloride,,no
Dermatological Agents,Acne and Rosacea Agents, ,,
Dermatological Agents,Acne and Rosacea Agents,Adapalene/ Benzoyl Peroxide ,,yes
Dermatological Agents,Acne and Rosacea Agents,Clindamycin Phosphate/ Benzoyl Peroxide ,,yes
Dermatological Agents,Acne and Rosacea Agents,Clindamycin Phosphate/ Tretinoin ,,yes
Dermatological Agents,Acne and Rosacea Agents,Erythromycin/ Benzoyl Peroxide ,,yes
Dermatological Agents,Dermatitis and Pruritus Agents, ,,Class
Dermatological Agents,Dermatitis and Pruritus Agents, ,"Glucocorticoids, Low Potency",PG
Dermatological Agents,Dermatitis and Pruritus Agents,Alclometasone Dipropionate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Clocortolone Pivalate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Desonide ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Hydrocortisone ,,no
Dermatological Agents,Dermatitis and Pruritus Agents, ,"Glucocorticoids, Medium Potency",PG
Dermatological Agents,Dermatitis and Pruritus Agents,Betamethasone Valerate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Desoximetasone ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Fluocinolone Acetonide,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Flurandrenolide ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Fluticasone Propionate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Hydrocortisone Butyrate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Hydrocortisone Probutate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Hydrocortisone Valerate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Mometasone Furoate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Prednicarbate ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Triamcinolone Acetonide,,no
Dermatological Agents,Dermatitis and Pruritus Agents, ,"Glucocorticoids, High Potency",PG
Dermatological Agents,Dermatitis and Pruritus Agents,Amcinonide ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Betamethasone Dipropionate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Desoximetasone ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Diflorasone Diacetate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Fluocinolone Acetonide,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Fluocinonide ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Halcinonide ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Triamcinolone Acetonide,,no
Dermatological Agents,Dermatitis and Pruritus Agents, ,"Glucocorticoids, Very High Potency",PG
Dermatological Agents,Dermatitis and Pruritus Agents,Betamethasone Dipropionate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Clobetasol Propionate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Diflorasone Diacetate,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Halobetasol Propionate,,no
Dermatological Agents,Dermatitis and Pruritus Agents, ,"Dermatitis and Pruitus Agents, Other",PG
Dermatological Agents,Dermatitis and Pruritus Agents,Ammonium Lactate ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Crisaborole ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Doxepin Hydrochloride,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Pimecrolimus ,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Selenium Sulfide,,no
Dermatological Agents,Dermatitis and Pruritus Agents,Tacrolimus ,,no
Dermatological Agents,Topical Anti-infectives, ,,Class
Dermatological Agents,Topical Anti-infectives, ,"Antibacterials, dermatological ",PG
Dermatological Agents,Topical Anti-infectives,Clindamycin  Phosphate,,no
Dermatological Agents,Topical Anti-infectives,Erythromycin ,,no
Dermatological Agents,Topical Anti-infectives,Benzoyl Peroxide ,,no
Dermatological Agents,Topical Anti-infectives,Dapsone ,,no
Dermatological Agents,Topical Anti-infectives,Mafenide Acetate,,no
Dermatological Agents,Topical Anti-infectives,Mupirocin,,no
Dermatological Agents,Topical Anti-infectives,Mupirocin Calcium,,no
Dermatological Agents,Topical Anti-infectives,Ozenoxacin ,,no
Dermatological Agents,Topical Anti-infectives,Retapamulin ,,no
Dermatological Agents,Topical Anti-infectives, ,"Antifungals, dermatological",PG
Dermatological Agents,Topical Anti-infectives,Butenafine Hydrochloride,,no
Dermatological Agents,Topical Anti-infectives,Ciclopirox Olamine,,no
Dermatological Agents,Topical Anti-infectives,Efinaconazole ,,no
Dermatological Agents,Topical Anti-infectives,Ketoconazole ,,no
Dermatological Agents,Topical Anti-infectives,Tavaborole ,,no
Dermatological Agents,Topical Anti-infectives,Terbinafine Hydrochloride,,no
Dermatological Agents,Topical Anti-infectives, ,"Antivirals, dermatological",PG
Dermatological Agents,Topical Anti-infectives,Acyclovir ,,no
Dermatological Agents,Topical Anti-infectives,Penciclovir ,,no
Dermatological Agents,Pediculicides/Scabicides, ,,Class
Dermatological Agents,Pediculicides/Scabicides,Abametapir,,no
Dermatological Agents,Pediculicides/Scabicides,Benzyl alcohol ,,no
Dermatological Agents,Pediculicides/Scabicides,Ivermectin ,,no
Dermatological Agents,Pediculicides/Scabicides,Malathion ,,no
Dermatological Agents,Pediculicides/Scabicides,Spinosad ,,no
Dermatological Agents,Pediculicides/Scabicides,,,
Dermatological Agents,Pediculicides/Scabicides,Crotamiton ,,no
Dermatological Agents,Pediculicides/Scabicides,,,
Dermatological Agents,Pediculicides/Scabicides,Lindane ,,no
Dermatological Agents,Pediculicides/Scabicides,Permethrin ,,no
Dermatological Agents,"Dermatological Agents, Other", ,,Class
Dermatological Agents,"Dermatological Agents, Other", ,"Miscellaneous, dermatological",PG
Dermatological Agents,"Dermatological Agents, Other",AbobotulinumtoxinA ,,no
Dermatological Agents,"Dermatological Agents, Other",Bimatoprost ,,no
Dermatological Agents,"Dermatological Agents, Other",Collagenase Clostridium Histolyticum,,no
Dermatological Agents,"Dermatological Agents, Other",Deoxycholic Acid ,,no
Dermatological Agents,"Dermatological Agents, Other",Eflornithine Hydrochloride,,no
Dermatological Agents,"Dermatological Agents, Other",Finasteride ,,no
Dermatological Agents,"Dermatological Agents, Other",Glycopyrronium Tosylate,,no
Dermatological Agents,"Dermatological Agents, Other",IncobotulinumtoxinA ,,no
Dermatological Agents,"Dermatological Agents, Other",OnabotulinumtoxinA ,,no
Dermatological Agents,"Dermatological Agents, Other",PrabotulinumtoxinA ,,no
Dermatological Agents,"Dermatological Agents, Other", ,Psoriasis Agents,PG
Dermatological Agents,"Dermatological Agents, Other",Anthralin ,,no
Dermatological Agents,"Dermatological Agents, Other",Apremilast ,,no
Dermatological Agents,"Dermatological Agents, Other",Calcipotriene ,,no
Dermatological Agents,"Dermatological Agents, Other",Calcitriol ,,no
Dermatological Agents,"Dermatological Agents, Other",Methoxsalen ,,no
Dermatological Agents,"Dermatological Agents, Other", ,Warts and Actinic Keratosis Agents,PG
Dermatological Agents,"Dermatological Agents, Other",Diclofenac Sodium,,no
Dermatological Agents,"Dermatological Agents, Other",Fluorouracil  ,,no
Dermatological Agents,"Dermatological Agents, Other",Imiquimod ,,no
Dermatological Agents,"Dermatological Agents, Other",Ingenol mebutate ,,no
Dermatological Agents,"Dermatological Agents, Other",Podofilox ,,no
Dermatological Agents,"Dermatological Agents, Other",Sinecatechins ,,no
Dermatological Agents,"Dermatological Agents, Other", ,Wound Care Agents,PG
Dermatological Agents,"Dermatological Agents, Other",Becaplermin ,,no
Dermatological Agents,"Dermatological Agents, Other",Collagenase ,,no
Dermatological Agents,"Dermatological Agents, Other",Silver Sulfadiazine ,,no
Dermatological Agents,"Dermatological Agents, Other", ,,
Dermatological Agents,"Dermatological Agents, Other",Acyclovir/ Hydrocortisone ,,yes
Dermatological Agents,"Dermatological Agents, Other",Calcipotriene/ Betamethasone Dipropionate ,,yes
Dermatological Agents,"Dermatological Agents, Other",Clotrimazole/ Betamethasone Dipropionate ,,yes
Dermatological Agents,"Dermatological Agents, Other",Fluocinolone Acetonide/ Hydroquinone/ Tretinoin ,,yes
Dermatological Agents,"Dermatological Agents, Other",Hydrocortisone Acetate/ Pramoxine Hydrochloride ,,yes
Dermatological Agents,"Dermatological Agents, Other",Neomycin/ Polymyxin B Sulfates/ Bacitracin Zinc/ Hydrocortisone  ,,yes
Dermatological Agents,"Dermatological Agents, Other",Neomycin Sulfate/ Fluocinolone Acetonide ,,yes
Dermatological Agents,"Dermatological Agents, Other",Nystatin/ Triamcinolone Acetonide ,,yes
Electrolytes/ Minerals/ Metals/ Vitamins,, ,,Cat
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers, ,,Class
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers, ,,
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers,Deferasirox ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers,Deferiprone  ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers, ,,
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers,Penicillamine ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers,Succimer ,,no
Electrolytes/ Minerals/ Metals/ Vitamins,Electrolyte/Mineral/Metal Modifiers,Tolvaptan ,,no
